,ID,Pathogens,Link
78,dbAMP_03069,Staphylococcus aureus,Positive
79,22226.0,Staphylococcus aureus,Positive
80,dbAMP_02944,Candida albicans,Positive
81,dbAMP_03598,Bacillus subtilis,Positive
82,dbAMP_05539,Escherichia coli,Positive
83,dbAMP_34016,Staphylococcus aureus,Positive
84,dbAMP_03753,Bacillus megaterium,Positive
85,21116.0,Escherichia coli,Positive
86,dbAMP_17617,Escherichia coli,Positive
87,dbAMP_18560,Staphylococcus aureus,Positive
88,22161.0,Enterococcus faecalis,Positive
89,22372.0,Enterococcus faecium,Positive
90,dbAMP_18889,Salmonella enterica,Positive
91,dbAMP_24264,Escherichia coli,Positive
92,21554.0,Staphylococcus aureus,Positive
93,dbAMP_16560,Staphylococcus aureus,Positive
94,20013.0,Staphylococcus aureus,Positive
95,dbAMP_20538,Bacillus cereus,Positive
96,DRAMP03911,Staphylococcus aureus,Positive
97,dbAMP_17969,Staphylococcus aureus,Positive
98,dbAMP_05268,Salmonella enterica,Positive
99,dbAMP_25353,Salmonella enterica,Positive
100,3343.0,Staphylococcus aureus,Positive
101,dbAMP_16127,Escherichia coli,Positive
102,dbAMP_21979,Enterococcus faecalis,Positive
103,8450.0,Escherichia coli,Positive
104,dbAMP_20132,Klebsiella pneumoniae,Positive
105,21621.0,Escherichia coli,Positive
106,dbAMP_19044,Salmonella enterica,Positive
107,DRAMP02865,Staphylococcus aureus,Positive
108,dbAMP_23340,Staphylococcus aureus,Positive
109,dbAMP_03069,Salmonella enterica,Positive
110,dbAMP_05051,Salmonella enterica,Positive
111,dbAMP_14797,Bacillus megaterium,Positive
112,18047.0,Escherichia coli,Positive
113,dbAMP_11081,Pseudomonas aeruginosa,Positive
114,764.0,Enterococcus faecium,Positive
115,dbAMP_16507,Salmonella enterica,Positive
116,dbAMP_19090,Bacillus subtilis,Positive
117,dbAMP_04577,Escherichia coli,Positive
118,dbAMP_24867,Staphylococcus aureus,Positive
119,dbAMP_22525,Staphylococcus aureus,Positive
120,12461.0,Candida albicans,Positive
121,dbAMP_05478,Micrococcus luteus,Positive
122,dbAMP_11062,Staphylococcus aureus,Positive
123,19197.0,Acinetobacter baumannii,Positive
124,20147.0,Bacillus subtilis,Positive
125,dbAMP_27429,Listeria monocytogenes,Positive
126,dbAMP_31834,Pseudomonas aeruginosa,Positive
127,dbAMP_21225,Bacillus subtilis,Positive
128,18656.0,Enterococcus faecium,Positive
129,dbAMP_22529,Staphylococcus epidermidis,Positive
130,dbAMP_03219,Bacillus subtilis,Positive
131,dbAMP_06258,Bacillus cereus,Positive
132,dbAMP_21058,Acinetobacter baumannii,Positive
133,dbAMP_24490,Bacillus subtilis,Positive
134,dbAMP_27429,Candida parapsilosis,Positive
135,dbAMP_22254,Staphylococcus aureus,Positive
136,22246.0,Klebsiella pneumoniae,Positive
137,dbAMP_22621,Bacillus megaterium,Positive
138,20605.0,Pseudomonas aeruginosa,Positive
139,dbAMP_34115,Escherichia coli,Positive
140,dbAMP_21976,Escherichia coli,Positive
141,dbAMP_28744,Candida albicans,Positive
142,dbAMP_31312,Salmonella enterica,Positive
143,dbAMP_27390,Staphylococcus aureus,Positive
144,dbAMP_24343,Listeria monocytogenes,Positive
145,dbAMP_24055,Staphylococcus aureus,Positive
146,dbAMP_02055,Staphylococcus aureus,Positive
147,dbAMP_19048,Salmonella enterica,Positive
148,dbAMP_21363,Salmonella enterica,Positive
149,dbAMP_00217,Salmonella enterica,Positive
150,dbAMP_16238,Staphylococcus aureus,Positive
151,20614.0,Pseudomonas aeruginosa,Positive
152,dbAMP_34589,Staphylococcus epidermidis,Positive
153,dbAMP_24390,Escherichia coli,Positive
154,dbAMP_04218,Staphylococcus aureus,Positive
155,dbAMP_19527,Staphylococcus aureus,Positive
156,dbAMP_15772,Bacillus cereus,Positive
157,17414.0,Escherichia coli,Positive
158,dbAMP_24004,Micrococcus luteus,Positive
159,dbAMP_19033,Staphylococcus aureus,Positive
160,dbAMP_33120,Enterococcus faecalis,Positive
161,dbAMP_17290,Pseudomonas aeruginosa,Positive
162,dbAMP_27268,Candida albicans,Positive
163,dbAMP_17779,Escherichia coli,Positive
164,dbAMP_11076,Escherichia coli,Positive
165,dbAMP_19748,Bacillus subtilis,Positive
166,dbAMP_18446,Pseudomonas aeruginosa,Positive
167,dbAMP_33027,Escherichia coli,Positive
168,dbAMP_19791,Escherichia coli,Positive
169,21788.0,Staphylococcus epidermidis,Positive
170,dbAMP_27661,Staphylococcus aureus,Positive
171,dbAMP_10580,Listeria monocytogenes,Positive
172,dbAMP_00397,Escherichia coli,Positive
173,DRAMP04003,Pseudomonas aeruginosa,Positive
174,dbAMP_23935,Staphylococcus epidermidis,Positive
175,22373.0,Micrococcus luteus,Positive
176,21529.0,Staphylococcus aureus,Positive
177,dbAMP_14817,Escherichia coli,Positive
178,dbAMP_20513,Staphylococcus aureus,Positive
179,dbAMP_24959,Pseudomonas aeruginosa,Positive
180,22315.0,Staphylococcus aureus,Positive
181,18088.0,Escherichia coli,Positive
182,dbAMP_23163,Candida albicans,Positive
183,dbAMP_01658,Bacillus subtilis,Positive
184,dbAMP_15895,Escherichia coli,Positive
185,dbAMP_02827,Acinetobacter baumannii,Positive
186,DRAMP03910,Escherichia coli,Positive
187,dbAMP_15830,Candida albicans,Positive
188,21673.0,Escherichia coli,Positive
189,dbAMP_19268,Staphylococcus aureus,Positive
190,dbAMP_27107,Staphylococcus epidermidis,Positive
191,dbAMP_33120,Enterococcus faecium,Positive
192,dbAMP_04750,Staphylococcus aureus,Positive
193,dbAMP_18570,Escherichia coli,Positive
194,20841.0,Staphylococcus aureus,Positive
195,dbAMP_20927,Escherichia coli,Positive
196,dbAMP_18376,Escherichia coli,Positive
197,dbAMP_19282,Escherichia coli,Positive
198,dbAMP_16786,Pseudomonas aeruginosa,Positive
199,20956.0,Acinetobacter baumannii,Positive
200,18517.0,Pseudomonas aeruginosa,Positive
201,dbAMP_16538,Staphylococcus aureus,Positive
202,dbAMP_18045,Candida albicans,Positive
203,dbAMP_14843,Salmonella enterica,Positive
204,dbAMP_10426,Bacillus subtilis,Positive
205,dbAMP_32621,Staphylococcus aureus,Positive
206,17223.0,Pseudomonas aeruginosa,Positive
207,dbAMP_23906,Pseudomonas aeruginosa,Positive
208,dbAMP_33140,Escherichia coli,Positive
209,dbAMP_25117,Escherichia coli,Positive
210,dbAMP_18209,Enterococcus faecium,Positive
211,dbAMP_20671,Enterococcus faecium,Positive
212,1164.0,Escherichia coli,Positive
213,dbAMP_17672,Pseudomonas aeruginosa,Positive
214,18830.0,Salmonella enterica,Positive
215,dbAMP_21890,Staphylococcus aureus,Positive
216,dbAMP_10721,Enterococcus faecalis,Positive
217,dbAMP_23593,Micrococcus luteus,Positive
218,dbAMP_22622,Acinetobacter baumannii,Positive
219,21919.0,Staphylococcus epidermidis,Positive
220,18634.0,Escherichia coli,Positive
221,dbAMP_18416,Staphylococcus aureus,Positive
222,19613.0,Enterococcus faecalis,Positive
223,dbAMP_18688,Cryptococcus neoformans,Positive
224,dbAMP_23332,Listeria monocytogenes,Positive
225,dbAMP_23107,Salmonella enterica,Positive
226,dbAMP_24401,Escherichia coli,Positive
227,17249.0,Escherichia coli,Positive
228,19844.0,Staphylococcus aureus,Positive
229,dbAMP_17551,Escherichia coli,Positive
230,dbAMP_11860,Staphylococcus aureus,Positive
231,20571.0,Pseudomonas aeruginosa,Positive
232,11335.0,Bacillus cereus,Positive
233,dbAMP_31990,Staphylococcus aureus,Positive
234,19780.0,Salmonella enterica,Positive
235,dbAMP_03590,Escherichia coli,Positive
236,dbAMP_24410,Staphylococcus aureus,Positive
237,dbAMP_16403,Candida albicans,Positive
238,dbAMP_22976,Staphylococcus epidermidis,Positive
239,18125.0,Staphylococcus epidermidis,Positive
240,dbAMP_23931,Enterococcus faecalis,Positive
241,dbAMP_09775,Staphylococcus aureus,Positive
242,dbAMP_23285,Klebsiella pneumoniae,Positive
243,dbAMP_27309,Micrococcus luteus,Positive
244,dbAMP_18984,Staphylococcus aureus,Positive
245,dbAMP_16123,Escherichia coli,Positive
246,dbAMP_18956,Escherichia coli,Positive
247,dbAMP_17490,Escherichia coli,Positive
248,dbAMP_05268,Bacillus subtilis,Positive
249,dbAMP_10433,Listeria monocytogenes,Positive
250,dbAMP_03984,Salmonella enterica,Positive
251,dbAMP_03218,Escherichia coli,Positive
252,dbAMP_16007,Klebsiella pneumoniae,Positive
253,19612.0,Staphylococcus aureus,Positive
254,dbAMP_16035,Bacillus subtilis,Positive
255,dbAMP_34209,Staphylococcus aureus,Positive
256,dbAMP_16731,Staphylococcus aureus,Positive
257,5368.0,Cryptococcus neoformans,Positive
258,dbAMP_23966,Staphylococcus aureus,Positive
259,dbAMP_24950,Listeria monocytogenes,Positive
260,18832.0,Salmonella enterica,Positive
261,dbAMP_19130,Staphylococcus aureus,Positive
262,dbAMP_18631,Escherichia coli,Positive
263,dbAMP_16555,Escherichia coli,Positive
264,dbAMP_21396,Micrococcus luteus,Positive
265,dbAMP_34584,Escherichia coli,Positive
266,dbAMP_24520,Staphylococcus epidermidis,Positive
267,dbAMP_20741,Candida parapsilosis,Positive
268,dbAMP_21466,Staphylococcus aureus,Positive
269,dbAMP_21232,Enterococcus faecium,Positive
270,19942.0,Escherichia coli,Positive
271,dbAMP_21296,Escherichia coli,Positive
272,dbAMP_27356,Staphylococcus aureus,Positive
273,20827.0,Salmonella enterica,Positive
274,dbAMP_19217,Klebsiella pneumoniae,Positive
275,dbAMP_19039,Staphylococcus aureus,Positive
276,dbAMP_22684,Bacillus subtilis,Positive
277,dbAMP_04748,Candida albicans,Positive
278,dbAMP_05264,Acinetobacter baumannii,Positive
279,dbAMP_22715,Staphylococcus aureus,Positive
280,dbAMP_24871,Staphylococcus aureus,Positive
281,dbAMP_34589,Salmonella enterica,Positive
282,dbAMP_02745,Staphylococcus aureus,Positive
283,dbAMP_19203,Candida albicans,Positive
284,dbAMP_00314,Candida albicans,Positive
285,dbAMP_25192,Escherichia coli,Positive
286,dbAMP_17062,Bacillus subtilis,Positive
287,dbAMP_22792,Bacillus subtilis,Positive
288,dbAMP_05268,Staphylococcus epidermidis,Positive
289,dbAMP_04775,Enterobacter cloacae,Positive
290,dbAMP_19071,Staphylococcus aureus,Positive
291,dbAMP_02867,Escherichia coli,Positive
292,dbAMP_11911,Staphylococcus aureus,Positive
293,18638.0,Escherichia coli,Positive
294,dbAMP_16499,Klebsiella pneumoniae,Positive
295,dbAMP_19550,Bacillus subtilis,Positive
296,dbAMP_05999,Staphylococcus aureus,Positive
297,dbAMP_17994,Pseudomonas aeruginosa,Positive
298,4203.0,Candida albicans,Positive
299,dbAMP_02160,Staphylococcus aureus,Positive
300,dbAMP_15955,Staphylococcus aureus,Positive
301,dbAMP_18048,Candida albicans,Positive
302,21877.0,Acinetobacter baumannii,Positive
303,dbAMP_17554,Pseudomonas aeruginosa,Positive
304,dbAMP_17783,Enterococcus faecalis,Positive
305,19676.0,Klebsiella pneumoniae,Positive
306,20841.0,Escherichia coli,Positive
307,dbAMP_03176,Staphylococcus aureus,Positive
308,904.0,Salmonella enterica,Positive
309,dbAMP_02937,Bacillus megaterium,Positive
310,22246.0,Escherichia coli,Positive
311,dbAMP_27656,Micrococcus luteus,Positive
312,17531.0,Pseudomonas aeruginosa,Positive
313,dbAMP_24032,Bacillus subtilis,Positive
314,dbAMP_34589,Staphylococcus aureus,Positive
315,dbAMP_19255,Pseudomonas aeruginosa,Positive
316,dbAMP_24031,Acinetobacter baumannii,Positive
317,dbAMP_00584,Enterococcus faecium,Positive
318,dbAMP_02706,Staphylococcus aureus,Positive
319,dbAMP_18730,Salmonella enterica,Positive
320,dbAMP_19604,Candida albicans,Positive
321,dbAMP_21653,Micrococcus luteus,Positive
322,18640.0,Escherichia coli,Positive
323,dbAMP_17062,Enterococcus faecalis,Positive
324,20964.0,Acinetobacter baumannii,Positive
325,19927.0,Pseudomonas aeruginosa,Positive
326,19120.0,Staphylococcus aureus,Positive
327,dbAMP_03853,Staphylococcus aureus,Positive
328,22347.0,Escherichia coli,Positive
329,dbAMP_18170,Salmonella enterica,Positive
330,dbAMP_19969,Salmonella enterica,Positive
331,DRAMP18712,Listeria monocytogenes,Positive
332,dbAMP_10501,Acinetobacter baumannii,Positive
333,dbAMP_33280,Staphylococcus aureus,Positive
334,20631.0,Escherichia coli,Positive
335,dbAMP_22886,Escherichia coli,Positive
336,19685.0,Staphylococcus aureus,Positive
337,8829.0,Bacillus cereus,Positive
338,dbAMP_22487,Salmonella enterica,Positive
339,dbAMP_22596,Escherichia coli,Positive
340,dbAMP_09833,Bacillus subtilis,Positive
341,dbAMP_23832,Escherichia coli,Positive
342,dbAMP_03190,Acinetobacter baumannii,Positive
343,20325.0,Staphylococcus aureus,Positive
344,DRAMP03463,Escherichia coli,Positive
345,dbAMP_05646,Bacillus subtilis,Positive
346,21533.0,Escherichia coli,Positive
347,dbAMP_16310,Bacillus subtilis,Positive
348,20142.0,Staphylococcus aureus,Positive
349,dbAMP_22042,Staphylococcus aureus,Positive
350,dbAMP_21946,Enterococcus faecium,Positive
351,18042.0,Staphylococcus aureus,Positive
352,dbAMP_22858,Bacillus subtilis,Positive
353,dbAMP_18660,Escherichia coli,Positive
354,dbAMP_19045,Pseudomonas aeruginosa,Positive
355,dbAMP_02628,Candida albicans,Positive
356,dbAMP_03291,Bacillus cereus,Positive
357,21499.0,Pseudomonas aeruginosa,Positive
358,22084.0,Staphylococcus epidermidis,Positive
359,dbAMP_17851,Pseudomonas aeruginosa,Positive
360,dbAMP_23237,Escherichia coli,Positive
361,dbAMP_16027,Staphylococcus aureus,Positive
362,10723.0,Candida albicans,Positive
363,dbAMP_25166,Pseudomonas aeruginosa,Positive
364,dbAMP_01671,Salmonella enterica,Positive
365,dbAMP_19439,Escherichia coli,Positive
366,DRAMP18495,Enterobacter cloacae,Positive
367,dbAMP_23762,Salmonella enterica,Positive
368,dbAMP_22968,Bacillus subtilis,Positive
369,18060.0,Staphylococcus aureus,Positive
370,dbAMP_03838,Staphylococcus aureus,Positive
371,dbAMP_23226,Staphylococcus epidermidis,Positive
372,dbAMP_02827,Staphylococcus epidermidis,Positive
373,dbAMP_20775,Escherichia coli,Positive
374,dbAMP_33012,Escherichia coli,Positive
375,dbAMP_19158,Salmonella enterica,Positive
376,19204.0,Acinetobacter baumannii,Positive
377,DRAMP04168,Escherichia coli,Positive
378,dbAMP_12830,Staphylococcus aureus,Positive
379,18124.0,Escherichia coli,Positive
380,dbAMP_15741,Staphylococcus aureus,Positive
381,dbAMP_16233,Staphylococcus epidermidis,Positive
382,dbAMP_16636,Staphylococcus aureus,Positive
383,dbAMP_17461,Pseudomonas aeruginosa,Positive
384,22372.0,Acinetobacter baumannii,Positive
385,dbAMP_03286,Staphylococcus aureus,Positive
386,dbAMP_15925,Escherichia coli,Positive
387,dbAMP_17119,Escherichia coli,Positive
388,dbAMP_20786,Staphylococcus epidermidis,Positive
389,dbAMP_01953,Escherichia coli,Positive
390,18666.0,Staphylococcus epidermidis,Positive
391,dbAMP_31753,Bacillus subtilis,Positive
392,20013.0,Escherichia coli,Positive
393,dbAMP_21946,Candida albicans,Positive
394,dbAMP_25193,Pseudomonas aeruginosa,Positive
395,dbAMP_10918,Bacillus subtilis,Positive
396,dbAMP_32012,Staphylococcus epidermidis,Positive
397,dbAMP_21977,Klebsiella pneumoniae,Positive
398,dbAMP_00623,Staphylococcus aureus,Positive
399,dbAMP_23724,Bacillus subtilis,Positive
400,18830.0,Staphylococcus aureus,Positive
401,dbAMP_27116,Candida albicans,Positive
402,dbAMP_17210,Staphylococcus aureus,Positive
403,dbAMP_34131,Staphylococcus aureus,Positive
404,dbAMP_23992,Enterobacter cloacae,Positive
405,dbAMP_15922,Staphylococcus epidermidis,Positive
406,dbAMP_21765,Enterococcus faecalis,Positive
407,dbAMP_25208,Staphylococcus epidermidis,Positive
408,dbAMP_17197,Salmonella enterica,Positive
409,dbAMP_03758,Escherichia coli,Positive
410,dbAMP_25404,Enterococcus faecalis,Positive
411,dbAMP_32057,Bacillus subtilis,Positive
412,dbAMP_02987,Candida albicans,Positive
413,dbAMP_01162,Escherichia coli,Positive
414,dbAMP_34004,Escherichia coli,Positive
415,21532.0,Klebsiella pneumoniae,Positive
416,dbAMP_27370,Pseudomonas aeruginosa,Positive
417,dbAMP_15755,Pseudomonas aeruginosa,Positive
418,dbAMP_17465,Escherichia coli,Positive
419,dbAMP_22424,Bacillus subtilis,Positive
420,dbAMP_31182,Pseudomonas aeruginosa,Positive
421,dbAMP_24420,Escherichia coli,Positive
422,dbAMP_24043,Klebsiella pneumoniae,Positive
423,22224.0,Escherichia coli,Positive
424,dbAMP_19697,Escherichia coli,Positive
425,dbAMP_17778,Pseudomonas aeruginosa,Positive
426,dbAMP_27268,Staphylococcus aureus,Positive
427,19587.0,Staphylococcus aureus,Positive
428,dbAMP_33176,Pseudomonas aeruginosa,Positive
429,17471.0,Klebsiella pneumoniae,Positive
430,dbAMP_33842,Escherichia coli,Positive
431,dbAMP_19016,Staphylococcus aureus,Positive
432,18651.0,Staphylococcus aureus,Positive
433,17457.0,Candida albicans,Positive
434,21319.0,Pseudomonas aeruginosa,Positive
435,dbAMP_16007,Escherichia coli,Positive
436,DRAMP18713,Escherichia coli,Positive
437,dbAMP_01214,Staphylococcus aureus,Positive
438,18517.0,Staphylococcus aureus,Positive
439,dbAMP_14707,Escherichia coli,Positive
440,dbAMP_21130,Bacillus cereus,Positive
441,dbAMP_02250,Candida albicans,Positive
442,dbAMP_10706,Enterococcus faecium,Positive
443,dbAMP_02429,Bacillus megaterium,Positive
444,dbAMP_03833,Escherichia coli,Positive
445,dbAMP_34252,Escherichia coli,Positive
446,dbAMP_16132,Escherichia coli,Positive
447,dbAMP_03050,Staphylococcus aureus,Positive
448,dbAMP_11247,Escherichia coli,Positive
449,dbAMP_17552,Pseudomonas aeruginosa,Positive
450,21884.0,Pseudomonas aeruginosa,Positive
451,dbAMP_34046,Escherichia coli,Positive
452,dbAMP_16090,Escherichia coli,Positive
453,dbAMP_23716,Pseudomonas aeruginosa,Positive
454,dbAMP_14716,Escherichia coli,Positive
455,18054.0,Staphylococcus aureus,Positive
456,dbAMP_05281,Cryptococcus neoformans,Positive
457,21079.0,Staphylococcus aureus,Positive
458,dbAMP_23831,Pseudomonas aeruginosa,Positive
459,18328.0,Escherichia coli,Positive
460,dbAMP_22019,Pseudomonas aeruginosa,Positive
461,dbAMP_20382,Pseudomonas aeruginosa,Positive
462,dbAMP_24532,Bacillus subtilis,Positive
463,dbAMP_23149,Staphylococcus epidermidis,Positive
464,dbAMP_09707,Candida albicans,Positive
465,18044.0,Staphylococcus aureus,Positive
466,dbAMP_19533,Salmonella enterica,Positive
467,10381.0,Klebsiella pneumoniae,Positive
468,dbAMP_15958,Staphylococcus aureus,Positive
469,dbAMP_21439,Listeria monocytogenes,Positive
470,dbAMP_16269,Escherichia coli,Positive
471,dbAMP_20321,Staphylococcus aureus,Positive
472,13802.0,Enterococcus faecalis,Positive
473,dbAMP_02060,Staphylococcus aureus,Positive
474,dbAMP_04243,Staphylococcus aureus,Positive
475,dbAMP_15997,Staphylococcus epidermidis,Positive
476,dbAMP_02030,Candida albicans,Positive
477,dbAMP_33786,Pseudomonas aeruginosa,Positive
478,22025.0,Staphylococcus aureus,Positive
479,dbAMP_16120,Escherichia coli,Positive
480,dbAMP_34233,Escherichia coli,Positive
481,dbAMP_16218,Pseudomonas aeruginosa,Positive
482,dbAMP_33136,Pseudomonas aeruginosa,Positive
483,dbAMP_21973,Enterococcus faecium,Positive
484,dbAMP_09734,Staphylococcus aureus,Positive
485,dbAMP_23223,Staphylococcus aureus,Positive
486,dbAMP_22473,Pseudomonas aeruginosa,Positive
487,dbAMP_31964,Bacillus cereus,Positive
488,9819.0,Klebsiella pneumoniae,Positive
489,DRAMP03923,Bacillus subtilis,Positive
490,20061.0,Staphylococcus epidermidis,Positive
491,dbAMP_31775,Escherichia coli,Positive
492,dbAMP_27183,Staphylococcus epidermidis,Positive
493,dbAMP_33029,Pseudomonas aeruginosa,Positive
494,dbAMP_21220,Pseudomonas aeruginosa,Positive
495,19437.0,Candida albicans,Positive
496,22339.0,Pseudomonas aeruginosa,Positive
497,dbAMP_33694,Pseudomonas aeruginosa,Positive
498,dbAMP_20754,Bacillus subtilis,Positive
499,20582.0,Pseudomonas aeruginosa,Positive
500,dbAMP_02125,Staphylococcus aureus,Positive
501,dbAMP_23938,Salmonella enterica,Positive
502,dbAMP_23241,Staphylococcus aureus,Positive
503,dbAMP_27151,Escherichia coli,Positive
504,dbAMP_23379,Pseudomonas aeruginosa,Positive
505,dbAMP_02835,Staphylococcus aureus,Positive
506,dbAMP_31331,Acinetobacter baumannii,Positive
507,dbAMP_17357,Escherichia coli,Positive
508,dbAMP_17289,Bacillus subtilis,Positive
509,dbAMP_25183,Staphylococcus epidermidis,Positive
510,dbAMP_16013,Enterococcus faecalis,Positive
511,DRAMP04376,Bacillus subtilis,Positive
512,3116.0,Candida parapsilosis,Positive
513,19480.0,Escherichia coli,Positive
514,dbAMP_15899,Staphylococcus aureus,Positive
515,dbAMP_09881,Bacillus cereus,Positive
516,17453.0,Cryptococcus neoformans,Positive
517,20632.0,Escherichia coli,Positive
518,dbAMP_05087,Escherichia coli,Positive
519,dbAMP_05806,Escherichia coli,Positive
520,dbAMP_17751,Escherichia coli,Positive
521,dbAMP_22001,Bacillus subtilis,Positive
522,dbAMP_31177,Escherichia coli,Positive
523,dbAMP_33691,Staphylococcus aureus,Positive
524,dbAMP_18233,Staphylococcus aureus,Positive
525,dbAMP_01692,Escherichia coli,Positive
526,dbAMP_24802,Salmonella enterica,Positive
527,481.0,Escherichia coli,Positive
528,dbAMP_18445,Salmonella enterica,Positive
529,dbAMP_22514,Acinetobacter baumannii,Positive
530,dbAMP_05244,Escherichia coli,Positive
531,dbAMP_24008,Acinetobacter baumannii,Positive
532,dbAMP_16233,Pseudomonas aeruginosa,Positive
533,dbAMP_16145,Candida albicans,Positive
534,dbAMP_24032,Staphylococcus epidermidis,Positive
535,dbAMP_27254,Klebsiella pneumoniae,Positive
536,dbAMP_06085,Listeria monocytogenes,Positive
537,dbAMP_09925,Pseudomonas aeruginosa,Positive
538,dbAMP_02419,Pseudomonas aeruginosa,Positive
539,17567.0,Escherichia coli,Positive
540,dbAMP_23143,Escherichia coli,Positive
541,dbAMP_23394,Escherichia coli,Positive
542,dbAMP_03590,Bacillus megaterium,Positive
543,dbAMP_34102,Escherichia coli,Positive
544,21747.0,Klebsiella pneumoniae,Positive
545,17503.0,Acinetobacter baumannii,Positive
546,dbAMP_20923,Bacillus subtilis,Positive
547,19304.0,Candida albicans,Positive
548,dbAMP_15751,Staphylococcus aureus,Positive
549,dbAMP_04075,Escherichia coli,Positive
550,dbAMP_16752,Enterococcus faecalis,Positive
551,dbAMP_19602,Candida albicans,Positive
552,dbAMP_03905,Escherichia coli,Positive
553,dbAMP_24903,Escherichia coli,Positive
554,19248.0,Escherichia coli,Positive
555,dbAMP_19286,Salmonella enterica,Positive
556,17408.0,Escherichia coli,Positive
557,17222.0,Escherichia coli,Positive
558,dbAMP_22033,Escherichia coli,Positive
559,dbAMP_21731,Cryptococcus neoformans,Positive
560,21526.0,Bacillus subtilis,Positive
561,dbAMP_19167,Escherichia coli,Positive
562,DRAMP29094,Micrococcus luteus,Positive
563,dbAMP_20928,Staphylococcus aureus,Positive
564,dbAMP_14726,Enterococcus faecalis,Positive
565,dbAMP_18791,Salmonella enterica,Positive
566,dbAMP_31648,Pseudomonas aeruginosa,Positive
567,18122.0,Pseudomonas aeruginosa,Positive
568,dbAMP_21466,Staphylococcus epidermidis,Positive
569,dbAMP_01844,Staphylococcus epidermidis,Positive
570,dbAMP_23724,Staphylococcus epidermidis,Positive
