,PeptideID,TargetID,ID,Pathogens,Link
37,776,8,dbAMP_24954,Klebsiella pneumoniae,Positive
38,3556,7,dbAMP_23960,Escherichia coli,Positive
39,3959,14,dbAMP_11034,Staphylococcus aureus,Positive
40,6692,14,19243.0,Staphylococcus aureus,Positive
41,3365,7,8654.0,Escherichia coli,Positive
42,1723,8,18045.0,Klebsiella pneumoniae,Positive
43,6148,9,20267.0,Listeria monocytogenes,Positive
44,1001,14,dbAMP_01734,Staphylococcus aureus,Positive
45,4446,15,dbAMP_15872,Staphylococcus epidermidis,Positive
46,3072,15,dbAMP_18097,Staphylococcus epidermidis,Positive
47,3727,7,dbAMP_21440,Escherichia coli,Positive
48,3384,4,dbAMP_21045,Cryptococcus neoformans,Positive
49,6437,13,dbAMP_03753,Salmonella enterica,Positive
50,7441,14,dbAMP_01997,Staphylococcus aureus,Positive
51,3780,2,dbAMP_19295,Bacillus megaterium,Positive
52,704,14,dbAMP_33100,Staphylococcus aureus,Positive
53,4270,11,dbAMP_10435,Pseudomonas aeruginosa,Positive
54,6285,14,17327.0,Staphylococcus aureus,Positive
55,6757,15,5346.0,Staphylococcus epidermidis,Positive
56,4787,3,dbAMP_18240,Bacillus subtilis,Positive
57,2629,11,21188.0,Pseudomonas aeruginosa,Positive
58,4543,15,dbAMP_01894,Staphylococcus epidermidis,Positive
59,7798,7,dbAMP_16256,Escherichia coli,Positive
60,5098,7,17254.0,Escherichia coli,Positive
61,68,0,dbAMP_02827,Acinetobacter baumannii,Positive
62,4267,15,dbAMP_00314,Staphylococcus epidermidis,Positive
63,7873,7,dbAMP_21297,Escherichia coli,Positive
64,1626,14,dbAMP_34161,Staphylococcus aureus,Positive
65,5344,1,dbAMP_08406,Bacillus cereus,Positive
66,2513,14,21721.0,Staphylococcus aureus,Positive
67,4622,5,4999.0,Enterobacter cloacae,Positive
68,5248,3,dbAMP_21896,Bacillus subtilis,Positive
69,1261,13,dbAMP_10340,Salmonella enterica,Positive
70,6941,7,dbAMP_23129,Escherichia coli,Positive
71,5405,14,17938.0,Staphylococcus aureus,Positive
72,7411,11,dbAMP_01673,Pseudomonas aeruginosa,Positive
73,4419,2,dbAMP_19239,Bacillus megaterium,Positive
74,815,7,dbAMP_31894,Escherichia coli,Positive
75,480,14,22218.0,Staphylococcus aureus,Positive
76,337,7,dbAMP_22251,Escherichia coli,Positive
77,6682,14,dbAMP_17232,Staphylococcus aureus,Positive
78,6606,7,19673.0,Escherichia coli,Positive
79,3961,14,21944.0,Staphylococcus aureus,Positive
80,1713,11,22346.0,Pseudomonas aeruginosa,Positive
81,5549,14,dbAMP_33011,Staphylococcus aureus,Positive
82,7503,11,dbAMP_15867,Pseudomonas aeruginosa,Positive
83,7777,10,21920.0,Micrococcus luteus,Positive
84,7963,7,dbAMP_16187,Escherichia coli,Positive
85,7579,6,dbAMP_11057,Enterococcus faecium,Positive
86,7227,8,dbAMP_16563,Klebsiella pneumoniae,Positive
87,6828,3,18331.0,Bacillus subtilis,Positive
88,551,10,dbAMP_17554,Micrococcus luteus,Positive
89,3781,10,dbAMP_23676,Micrococcus luteus,Positive
90,4625,8,dbAMP_16501,Klebsiella pneumoniae,Positive
91,1500,5,dbAMP_11172,Enterobacter cloacae,Positive
92,4315,3,dbAMP_02395,Bacillus subtilis,Positive
93,304,7,dbAMP_11794,Escherichia coli,Positive
94,4572,7,dbAMP_23743,Escherichia coli,Positive
95,1837,7,dbAMP_16266,Escherichia coli,Positive
96,5288,9,dbAMP_33376,Listeria monocytogenes,Positive
97,3055,13,dbAMP_23285,Salmonella enterica,Positive
98,4748,7,dbAMP_04733,Escherichia coli,Positive
99,6928,7,dbAMP_16532,Escherichia coli,Positive
100,2226,5,dbAMP_15963,Enterobacter cloacae,Positive
101,6693,11,dbAMP_18151,Pseudomonas aeruginosa,Positive
102,2672,7,1738.0,Escherichia coli,Positive
103,3478,11,dbAMP_20742,Pseudomonas aeruginosa,Positive
104,1830,13,dbAMP_23931,Salmonella enterica,Positive
105,6783,11,dbAMP_16237,Pseudomonas aeruginosa,Positive
106,4357,6,dbAMP_17931,Enterococcus faecium,Positive
107,2878,7,dbAMP_25055,Escherichia coli,Positive
108,412,3,dbAMP_31183,Bacillus subtilis,Positive
109,3822,7,dbAMP_03691,Escherichia coli,Positive
110,70,6,dbAMP_01469,Enterococcus faecium,Positive
111,3596,9,dbAMP_05292,Listeria monocytogenes,Positive
112,369,7,6651.0,Escherichia coli,Positive
113,1564,0,dbAMP_17880,Acinetobacter baumannii,Positive
114,2855,15,dbAMP_27113,Staphylococcus epidermidis,Positive
115,1500,15,dbAMP_11172,Staphylococcus epidermidis,Positive
116,3364,14,18982.0,Staphylococcus aureus,Positive
117,7535,11,dbAMP_14798,Pseudomonas aeruginosa,Positive
118,152,3,20251.0,Bacillus subtilis,Positive
119,7552,14,dbAMP_04748,Staphylococcus aureus,Positive
120,467,15,19560.0,Staphylococcus epidermidis,Positive
121,7699,5,dbAMP_23993,Enterobacter cloacae,Positive
122,85,7,dbAMP_16056,Escherichia coli,Positive
123,4448,14,21728.0,Staphylococcus aureus,Positive
124,7587,14,dbAMP_23916,Staphylococcus aureus,Positive
125,5088,14,dbAMP_17213,Staphylococcus aureus,Positive
126,337,1,dbAMP_22251,Bacillus cereus,Positive
127,2230,8,19612.0,Klebsiella pneumoniae,Positive
128,2950,14,18341.0,Staphylococcus aureus,Positive
129,7117,14,dbAMP_32620,Staphylococcus aureus,Positive
130,1203,14,dbAMP_02035,Staphylococcus aureus,Positive
131,1491,7,20134.0,Escherichia coli,Positive
132,180,3,18666.0,Bacillus subtilis,Positive
133,7109,14,dbAMP_32523,Staphylococcus aureus,Positive
134,1710,11,dbAMP_33012,Pseudomonas aeruginosa,Positive
135,8080,4,dbAMP_22444,Cryptococcus neoformans,Positive
136,3403,10,dbAMP_01142,Micrococcus luteus,Positive
137,2876,11,dbAMP_16233,Pseudomonas aeruginosa,Positive
138,4185,3,dbAMP_33010,Bacillus subtilis,Positive
139,4015,7,dbAMP_18551,Escherichia coli,Positive
140,1916,14,dbAMP_32012,Staphylococcus aureus,Positive
141,7051,0,dbAMP_20672,Acinetobacter baumannii,Positive
142,1051,6,dbAMP_27215,Enterococcus faecium,Positive
143,3853,7,dbAMP_17899,Escherichia coli,Positive
144,3748,11,dbAMP_21816,Pseudomonas aeruginosa,Positive
145,1058,7,dbAMP_10859,Escherichia coli,Positive
146,1885,6,dbAMP_24294,Enterococcus faecium,Positive
147,2780,6,19828.0,Enterococcus faecium,Positive
148,4019,7,21053.0,Escherichia coli,Positive
149,571,13,dbAMP_19284,Salmonella enterica,Positive
150,7402,14,DRAMP20877,Staphylococcus aureus,Positive
151,3177,11,17255.0,Pseudomonas aeruginosa,Positive
152,4094,11,12761.0,Pseudomonas aeruginosa,Positive
153,7829,3,19140.0,Bacillus subtilis,Positive
154,310,7,dbAMP_34107,Escherichia coli,Positive
155,7029,6,dbAMP_18765,Enterococcus faecium,Positive
156,333,9,dbAMP_24188,Listeria monocytogenes,Positive
157,2530,0,22052.0,Acinetobacter baumannii,Positive
158,494,14,dbAMP_16141,Staphylococcus aureus,Positive
159,2629,10,21188.0,Micrococcus luteus,Positive
160,6623,7,dbAMP_09692,Escherichia coli,Positive
161,6551,7,dbAMP_22119,Escherichia coli,Positive
162,3985,11,DRAMP18478,Pseudomonas aeruginosa,Positive
163,6705,3,dbAMP_06007,Bacillus subtilis,Positive
164,4045,2,506.0,Bacillus megaterium,Positive
165,3187,7,dbAMP_19269,Escherichia coli,Positive
166,2588,15,dbAMP_01625,Staphylococcus epidermidis,Positive
167,450,8,dbAMP_16006,Klebsiella pneumoniae,Positive
168,2139,15,dbAMP_14655,Staphylococcus epidermidis,Positive
169,776,11,dbAMP_24954,Pseudomonas aeruginosa,Positive
170,4904,3,dbAMP_22721,Bacillus subtilis,Positive
171,6036,3,dbAMP_14895,Bacillus subtilis,Positive
172,7350,8,4201.0,Klebsiella pneumoniae,Positive
173,5508,7,dbAMP_23259,Escherichia coli,Positive
174,7277,14,dbAMP_34588,Staphylococcus aureus,Positive
175,990,10,dbAMP_31709,Micrococcus luteus,Positive
176,7199,9,dbAMP_19124,Listeria monocytogenes,Positive
177,2842,11,dbAMP_03150,Pseudomonas aeruginosa,Positive
178,71,7,dbAMP_03447,Escherichia coli,Positive
179,5915,7,dbAMP_16175,Escherichia coli,Positive
180,4157,7,dbAMP_17891,Escherichia coli,Positive
181,3381,7,20350.0,Escherichia coli,Positive
182,1262,10,18111.0,Micrococcus luteus,Positive
183,2666,14,dbAMP_17208,Staphylococcus aureus,Positive
184,7871,15,dbAMP_18241,Staphylococcus epidermidis,Positive
185,4765,7,dbAMP_22159,Escherichia coli,Positive
186,1669,14,dbAMP_15855,Staphylococcus aureus,Positive
187,7672,14,dbAMP_05204,Staphylococcus aureus,Positive
188,926,6,dbAMP_19719,Enterococcus faecium,Positive
189,980,11,dbAMP_24871,Pseudomonas aeruginosa,Positive
190,8000,14,dbAMP_11856,Staphylococcus aureus,Positive
191,2980,11,dbAMP_23148,Pseudomonas aeruginosa,Positive
192,364,11,dbAMP_18733,Pseudomonas aeruginosa,Positive
193,7616,14,dbAMP_34132,Staphylococcus aureus,Positive
194,1668,7,dbAMP_31333,Escherichia coli,Positive
195,6945,3,21531.0,Bacillus subtilis,Positive
196,5003,10,dbAMP_16930,Micrococcus luteus,Positive
197,1621,11,dbAMP_00236,Pseudomonas aeruginosa,Positive
198,1374,3,10252.0,Bacillus subtilis,Positive
199,1517,14,313.0,Staphylococcus aureus,Positive
200,5884,6,dbAMP_05768,Enterococcus faecium,Positive
201,3301,0,21214.0,Acinetobacter baumannii,Positive
202,574,14,21512.0,Staphylococcus aureus,Positive
203,5382,9,dbAMP_17501,Listeria monocytogenes,Positive
204,1426,11,dbAMP_17989,Pseudomonas aeruginosa,Positive
205,3759,11,8831.0,Pseudomonas aeruginosa,Positive
206,7939,14,dbAMP_24853,Staphylococcus aureus,Positive
207,3284,14,19862.0,Staphylococcus aureus,Positive
208,6743,15,DRAMP01588,Staphylococcus epidermidis,Positive
209,393,6,dbAMP_16754,Enterococcus faecium,Positive
210,4980,1,20011.0,Bacillus cereus,Positive
211,2499,3,22094.0,Bacillus subtilis,Positive
212,2486,10,18598.0,Micrococcus luteus,Positive
213,5563,7,dbAMP_17982,Escherichia coli,Positive
214,6683,14,dbAMP_19661,Staphylococcus aureus,Positive
215,6191,7,dbAMP_14792,Escherichia coli,Positive
216,5524,3,dbAMP_22701,Bacillus subtilis,Positive
217,2168,14,DRAMP21308,Staphylococcus aureus,Positive
218,1440,3,197.0,Bacillus subtilis,Positive
219,4230,0,1004.0,Acinetobacter baumannii,Positive
220,582,6,DRAMP18357,Enterococcus faecium,Positive
221,4030,14,dbAMP_24165,Staphylococcus aureus,Positive
222,3505,7,dbAMP_22487,Escherichia coli,Positive
223,798,3,dbAMP_23723,Bacillus subtilis,Positive
224,1402,11,dbAMP_21023,Pseudomonas aeruginosa,Positive
225,442,3,20079.0,Bacillus subtilis,Positive
226,6983,10,dbAMP_18520,Micrococcus luteus,Positive
227,6917,3,19017.0,Bacillus subtilis,Positive
228,5623,7,dbAMP_04997,Escherichia coli,Positive
229,652,14,18190.0,Staphylococcus aureus,Positive
230,1605,10,dbAMP_21600,Micrococcus luteus,Positive
231,1646,14,17514.0,Staphylococcus aureus,Positive
232,4531,14,dbAMP_04644,Staphylococcus aureus,Positive
233,5118,14,dbAMP_01771,Staphylococcus aureus,Positive
234,89,7,dbAMP_03794,Escherichia coli,Positive
235,4041,14,dbAMP_22615,Staphylococcus aureus,Positive
236,3781,8,dbAMP_23676,Klebsiella pneumoniae,Positive
237,4090,14,dbAMP_31804,Staphylococcus aureus,Positive
238,6655,15,DRAMP02933,Staphylococcus epidermidis,Positive
239,3976,11,18047.0,Pseudomonas aeruginosa,Positive
240,4301,14,dbAMP_23186,Staphylococcus aureus,Positive
241,5610,7,dbAMP_18824,Escherichia coli,Positive
242,735,14,dbAMP_22693,Staphylococcus aureus,Positive
243,8061,7,dbAMP_17377,Escherichia coli,Positive
244,1190,7,dbAMP_11923,Escherichia coli,Positive
245,1565,3,21533.0,Bacillus subtilis,Positive
246,2917,3,dbAMP_04348,Bacillus subtilis,Positive
247,6066,10,dbAMP_21611,Micrococcus luteus,Positive
248,816,11,dbAMP_02021,Pseudomonas aeruginosa,Positive
249,7540,3,6468.0,Bacillus subtilis,Positive
250,2416,7,dbAMP_19781,Escherichia coli,Positive
251,5969,14,dbAMP_15749,Staphylococcus aureus,Positive
252,7154,7,dbAMP_21199,Escherichia coli,Positive
253,2895,0,dbAMP_15876,Acinetobacter baumannii,Positive
254,2045,11,20609.0,Pseudomonas aeruginosa,Positive
255,3866,3,dbAMP_20469,Bacillus subtilis,Positive
256,215,10,dbAMP_16051,Micrococcus luteus,Positive
257,542,14,dbAMP_24892,Staphylococcus aureus,Positive
258,2023,14,18297.0,Staphylococcus aureus,Positive
259,1521,7,dbAMP_22883,Escherichia coli,Positive
260,4173,11,dbAMP_28848,Pseudomonas aeruginosa,Positive
261,1584,14,dbAMP_25210,Staphylococcus aureus,Positive
262,3407,14,dbAMP_10499,Staphylococcus aureus,Positive
263,3797,7,dbAMP_16523,Escherichia coli,Positive
264,6862,14,dbAMP_27634,Staphylococcus aureus,Positive
265,6239,14,dbAMP_16214,Staphylococcus aureus,Positive
266,5709,11,dbAMP_27399,Pseudomonas aeruginosa,Positive
267,4390,12,dbAMP_24811,Saccharomyces cerevisiae,Positive
268,1122,15,19485.0,Staphylococcus epidermidis,Positive
269,5797,14,dbAMP_21304,Staphylococcus aureus,Positive
270,2689,5,dbAMP_10416,Enterobacter cloacae,Positive
271,48,3,17820.0,Bacillus subtilis,Positive
272,7043,7,dbAMP_05889,Escherichia coli,Positive
273,3684,7,dbAMP_27254,Escherichia coli,Positive
274,1148,10,dbAMP_20501,Micrococcus luteus,Positive
275,5447,7,dbAMP_16230,Escherichia coli,Positive
276,2443,7,19671.0,Escherichia coli,Positive
277,5115,7,dbAMP_25403,Escherichia coli,Positive
278,1289,14,dbAMP_17846,Staphylococcus aureus,Positive
279,7244,3,20144.0,Bacillus subtilis,Positive
280,5240,3,dbAMP_19746,Bacillus subtilis,Positive
281,1968,7,dbAMP_05856,Escherichia coli,Positive
282,2190,11,dbAMP_24318,Pseudomonas aeruginosa,Positive
283,1489,0,dbAMP_33105,Acinetobacter baumannii,Positive
284,4604,7,20631.0,Escherichia coli,Positive
285,1187,7,DRAMP18385,Escherichia coli,Positive
286,7291,7,dbAMP_23144,Escherichia coli,Positive
287,4644,14,dbAMP_16496,Staphylococcus aureus,Positive
288,1458,7,dbAMP_02078,Escherichia coli,Positive
289,6782,10,DRAMP18495,Micrococcus luteus,Positive
290,5607,1,dbAMP_01696,Bacillus cereus,Positive
291,7834,0,dbAMP_17983,Acinetobacter baumannii,Positive
292,4161,14,dbAMP_20271,Staphylococcus aureus,Positive
293,5733,14,dbAMP_17855,Staphylococcus aureus,Positive
294,75,11,dbAMP_09925,Pseudomonas aeruginosa,Positive
295,4615,14,dbAMP_25386,Staphylococcus aureus,Positive
296,4361,3,dbAMP_19166,Bacillus subtilis,Positive
297,7800,11,dbAMP_02485,Pseudomonas aeruginosa,Positive
298,1860,15,20826.0,Staphylococcus epidermidis,Positive
299,7847,14,dbAMP_24953,Staphylococcus aureus,Positive
300,218,7,dbAMP_27421,Escherichia coli,Positive
301,2395,7,dbAMP_10971,Escherichia coli,Positive
302,2644,7,dbAMP_18448,Escherichia coli,Positive
303,6586,15,dbAMP_33926,Staphylococcus epidermidis,Positive
304,5033,14,20337.0,Staphylococcus aureus,Positive
305,4784,11,dbAMP_16752,Pseudomonas aeruginosa,Positive
306,5259,7,1465.0,Escherichia coli,Positive
307,4256,4,dbAMP_33927,Cryptococcus neoformans,Positive
308,6375,7,dbAMP_17021,Escherichia coli,Positive
309,6366,7,dbAMP_27180,Escherichia coli,Positive
310,6255,3,20153.0,Bacillus subtilis,Positive
311,3629,7,dbAMP_04221,Escherichia coli,Positive
312,4553,14,dbAMP_02237,Staphylococcus aureus,Positive
313,6137,11,dbAMP_03655,Pseudomonas aeruginosa,Positive
314,4153,14,dbAMP_00880,Staphylococcus aureus,Positive
315,3925,15,dbAMP_18045,Staphylococcus epidermidis,Positive
316,2434,15,19945.0,Staphylococcus epidermidis,Positive
317,5673,7,dbAMP_18602,Escherichia coli,Positive
318,6272,8,dbAMP_24945,Klebsiella pneumoniae,Positive
319,2469,11,dbAMP_14864,Pseudomonas aeruginosa,Positive
320,7081,10,dbAMP_09621,Micrococcus luteus,Positive
321,6649,7,dbAMP_00351,Escherichia coli,Positive
322,7701,14,dbAMP_16511,Staphylococcus aureus,Positive
323,4030,4,dbAMP_24165,Cryptococcus neoformans,Positive
324,8041,0,dbAMP_01653,Acinetobacter baumannii,Positive
325,1336,7,dbAMP_31870,Escherichia coli,Positive
326,1692,15,dbAMP_20535,Staphylococcus epidermidis,Positive
327,6740,13,dbAMP_21130,Salmonella enterica,Positive
328,6451,7,20156.0,Escherichia coli,Positive
329,1434,14,dbAMP_17716,Staphylococcus aureus,Positive
330,13,14,DRAMP04241,Staphylococcus aureus,Positive
331,2255,14,dbAMP_01052,Staphylococcus aureus,Positive
332,4409,14,dbAMP_20828,Staphylococcus aureus,Positive
333,3325,15,18822.0,Staphylococcus epidermidis,Positive
334,3414,8,21532.0,Klebsiella pneumoniae,Positive
335,2848,3,dbAMP_17197,Bacillus subtilis,Positive
336,5333,15,DRAMP02872,Staphylococcus epidermidis,Positive
337,7947,14,dbAMP_04688,Staphylococcus aureus,Positive
338,1876,14,dbAMP_11110,Staphylococcus aureus,Positive
339,6914,11,dbAMP_24952,Pseudomonas aeruginosa,Positive
340,7953,7,dbAMP_15917,Escherichia coli,Positive
341,5483,14,dbAMP_21823,Staphylococcus aureus,Positive
342,5033,11,20337.0,Pseudomonas aeruginosa,Positive
343,2552,3,dbAMP_21402,Bacillus subtilis,Positive
344,5068,11,dbAMP_18847,Pseudomonas aeruginosa,Positive
345,5901,8,dbAMP_03453,Klebsiella pneumoniae,Positive
346,5346,2,dbAMP_05516,Bacillus megaterium,Positive
347,7780,11,19949.0,Pseudomonas aeruginosa,Positive
348,4257,7,dbAMP_34303,Escherichia coli,Positive
349,1629,11,dbAMP_18857,Pseudomonas aeruginosa,Positive
350,4436,14,dbAMP_10940,Staphylococcus aureus,Positive
351,3409,7,dbAMP_27639,Escherichia coli,Positive
352,7643,1,dbAMP_03295,Bacillus cereus,Positive
353,2397,10,dbAMP_11390,Micrococcus luteus,Positive
354,120,7,20933.0,Escherichia coli,Positive
355,5997,7,dbAMP_16373,Escherichia coli,Positive
356,2363,14,dbAMP_33294,Staphylococcus aureus,Positive
357,2445,7,dbAMP_05192,Escherichia coli,Positive
358,1363,7,dbAMP_20761,Escherichia coli,Positive
359,5375,7,dbAMP_31184,Escherichia coli,Positive
360,1377,7,dbAMP_04584,Escherichia coli,Positive
361,2157,7,18084.0,Escherichia coli,Positive
362,4248,14,dbAMP_17013,Staphylococcus aureus,Positive
363,1866,7,dbAMP_27539,Escherichia coli,Positive
364,5853,15,dbAMP_04603,Staphylococcus epidermidis,Positive
365,1710,13,dbAMP_33012,Salmonella enterica,Positive
366,3892,11,20253.0,Pseudomonas aeruginosa,Positive
367,1703,0,dbAMP_16284,Acinetobacter baumannii,Positive
368,6686,3,dbAMP_24656,Bacillus subtilis,Positive
369,3667,0,18636.0,Acinetobacter baumannii,Positive
370,7649,15,dbAMP_16007,Staphylococcus epidermidis,Positive
371,3131,0,dbAMP_18776,Acinetobacter baumannii,Positive
372,578,8,dbAMP_21972,Klebsiella pneumoniae,Positive
373,5801,14,dbAMP_16011,Staphylococcus aureus,Positive
374,1705,11,dbAMP_17607,Pseudomonas aeruginosa,Positive
375,5987,0,dbAMP_10629,Acinetobacter baumannii,Positive
376,4198,11,dbAMP_15852,Pseudomonas aeruginosa,Positive
377,6965,11,dbAMP_16268,Pseudomonas aeruginosa,Positive
378,3889,3,21164.0,Bacillus subtilis,Positive
379,2322,5,dbAMP_01991,Enterobacter cloacae,Positive
380,7557,4,dbAMP_22143,Cryptococcus neoformans,Positive
381,7126,7,dbAMP_13954,Escherichia coli,Positive
382,4516,7,dbAMP_16743,Escherichia coli,Positive
383,4982,14,20368.0,Staphylococcus aureus,Positive
384,4517,15,DRAMP29046,Staphylococcus epidermidis,Positive
385,321,11,dbAMP_19258,Pseudomonas aeruginosa,Positive
386,3400,13,dbAMP_16942,Salmonella enterica,Positive
387,7714,10,dbAMP_11107,Micrococcus luteus,Positive
388,7699,8,dbAMP_23993,Klebsiella pneumoniae,Positive
389,4061,7,dbAMP_17507,Escherichia coli,Positive
390,2204,11,22280.0,Pseudomonas aeruginosa,Positive
391,4223,14,dbAMP_21825,Staphylococcus aureus,Positive
392,4141,14,dbAMP_16431,Staphylococcus aureus,Positive
393,7292,15,dbAMP_05737,Staphylococcus epidermidis,Positive
394,7617,5,20289.0,Enterobacter cloacae,Positive
395,1203,11,dbAMP_02035,Pseudomonas aeruginosa,Positive
396,8003,11,dbAMP_21954,Pseudomonas aeruginosa,Positive
397,6198,3,dbAMP_10826,Bacillus subtilis,Positive
398,193,6,dbAMP_21974,Enterococcus faecium,Positive
399,8056,7,dbAMP_20782,Escherichia coli,Positive
400,7759,6,dbAMP_32276,Enterococcus faecium,Positive
401,293,11,dbAMP_15810,Pseudomonas aeruginosa,Positive
402,2405,11,dbAMP_18285,Pseudomonas aeruginosa,Positive
403,6851,7,18328.0,Escherichia coli,Positive
404,4863,14,dbAMP_33696,Staphylococcus aureus,Positive
405,5341,7,dbAMP_23524,Escherichia coli,Positive
406,6589,11,dbAMP_20523,Pseudomonas aeruginosa,Positive
407,5738,14,dbAMP_19527,Staphylococcus aureus,Positive
408,5350,3,dbAMP_28181,Bacillus subtilis,Positive
409,4452,14,dbAMP_02994,Staphylococcus aureus,Positive
410,5837,7,dbAMP_21899,Escherichia coli,Positive
411,4702,14,dbAMP_19044,Staphylococcus aureus,Positive
412,5579,7,dbAMP_20733,Escherichia coli,Positive
413,1653,7,DRAMP02858,Escherichia coli,Positive
414,3672,13,dbAMP_31646,Salmonella enterica,Positive
415,5668,11,21928.0,Pseudomonas aeruginosa,Positive
416,2975,15,dbAMP_18099,Staphylococcus epidermidis,Positive
417,5999,7,dbAMP_22809,Escherichia coli,Positive
418,6652,7,dbAMP_04785,Escherichia coli,Positive
419,4610,14,dbAMP_17825,Staphylococcus aureus,Positive
420,128,7,dbAMP_17580,Escherichia coli,Positive
421,7570,14,dbAMP_23940,Staphylococcus aureus,Positive
422,6709,9,20841.0,Listeria monocytogenes,Positive
423,4716,2,dbAMP_22634,Bacillus megaterium,Positive
424,7283,7,dbAMP_33855,Escherichia coli,Positive
425,1229,7,dbAMP_14827,Escherichia coli,Positive
426,2434,7,19945.0,Escherichia coli,Positive
427,7585,6,dbAMP_16714,Enterococcus faecium,Positive
428,5873,3,dbAMP_02949,Bacillus subtilis,Positive
429,1435,7,dbAMP_25329,Escherichia coli,Positive
430,4910,15,dbAMP_15802,Staphylococcus epidermidis,Positive
431,6088,14,dbAMP_00291,Staphylococcus aureus,Positive
432,4022,11,dbAMP_23176,Pseudomonas aeruginosa,Positive
433,6812,7,dbAMP_03823,Escherichia coli,Positive
434,6646,11,DRAMP03600,Pseudomonas aeruginosa,Positive
435,3247,3,dbAMP_16147,Bacillus subtilis,Positive
436,7700,14,20004.0,Staphylococcus aureus,Positive
437,2306,13,10154.0,Salmonella enterica,Positive
438,6848,11,dbAMP_03851,Pseudomonas aeruginosa,Positive
439,3236,7,dbAMP_16020,Escherichia coli,Positive
440,4233,0,dbAMP_33018,Acinetobacter baumannii,Positive
441,2497,3,20083.0,Bacillus subtilis,Positive
442,6165,7,19369.0,Escherichia coli,Positive
443,7330,14,dbAMP_31135,Staphylococcus aureus,Positive
444,6522,14,dbAMP_34301,Staphylococcus aureus,Positive
445,5849,7,dbAMP_31861,Escherichia coli,Positive
446,3575,0,dbAMP_13325,Acinetobacter baumannii,Positive
447,6018,8,dbAMP_15991,Klebsiella pneumoniae,Positive
448,7342,15,dbAMP_23937,Staphylococcus epidermidis,Positive
449,2156,13,dbAMP_14720,Salmonella enterica,Positive
450,2684,3,dbAMP_19112,Bacillus subtilis,Positive
451,8101,14,dbAMP_21020,Staphylococcus aureus,Positive
452,2735,11,dbAMP_02187,Pseudomonas aeruginosa,Positive
453,3575,8,dbAMP_13325,Klebsiella pneumoniae,Positive
454,7803,11,DRAMP18487,Pseudomonas aeruginosa,Positive
455,2957,7,dbAMP_14797,Escherichia coli,Positive
456,1711,15,19468.0,Staphylococcus epidermidis,Positive
457,4336,7,dbAMP_17082,Escherichia coli,Positive
458,6329,14,dbAMP_33111,Staphylococcus aureus,Positive
459,3302,3,dbAMP_23079,Bacillus subtilis,Positive
460,6706,7,19777.0,Escherichia coli,Positive
461,3361,12,dbAMP_31341,Saccharomyces cerevisiae,Positive
462,34,11,dbAMP_19773,Pseudomonas aeruginosa,Positive
463,2454,14,DRAMP02768,Staphylococcus aureus,Positive
464,2000,7,20390.0,Escherichia coli,Positive
465,6426,3,dbAMP_12239,Bacillus subtilis,Positive
466,503,10,dbAMP_03830,Micrococcus luteus,Positive
467,2131,3,dbAMP_31875,Bacillus subtilis,Positive
468,5942,11,dbAMP_19156,Pseudomonas aeruginosa,Positive
469,4692,13,18813.0,Salmonella enterica,Positive
